Key,Context,Variables,en,es,fr,pt,de,af,zu,st
"dashboard.parent.early_learning.tips.numbers.title","Dashboard","","🔢 Numbers & Shapes","","","","","","",""
"dashboard.parent.early_learning.tips.numbers.description","Dashboard","","Use everyday activities to introduce counting, colors, and shapes in fun ways.","","","","","","",""
"dashboard.parent.early_learning.tips.songs.title","Dashboard","","🎵 Songs & Rhymes","","","","","","",""
"dashboard.parent.early_learning.tips.songs.description","Dashboard","","Sing songs and recite rhymes to develop memory, rhythm, and phonological awareness.","","","","","","",""
"dashboard.parent.early_learning.tips.social.title","Dashboard","","🤝 Social Skills","","","","","","",""
"dashboard.parent.early_learning.tips.social.description","Dashboard","","Arrange playdates and teach sharing, turn-taking, and expressing emotions.","","","","","","",""
"dashboard.parent.overview.unread_messages","Dashboard","","Unread Messages","","","","","","",""
"dashboard.parent.overview.missed_calls","Dashboard","","Missed Calls","","","","","","",""
"dashboard.parent.overview.homework_pending","Dashboard","","Homework Pending","","","","","","",""
"dashboard.parent.overview.attendance_rate","Dashboard","","Attendance Rate","","","","","","",""
"dashboard.parent.ai.close","Dashboard","","Close","","","","","","",""
"dashboard.parent.empty.add_child.title","Dashboard","","Add your child","","","","","","",""
"dashboard.parent.empty.add_child.description","Dashboard","","Link a child to unlock homework, progress insights, and personalized updates.","","","","","","",""
"dashboard.parent.empty.add_child.cta","Dashboard","","Add Child","","","","","","",""
"dashboard.parent.empty.uniform_sizes.title","Dashboard","","Uniform sizes preview","","","","","","",""
"dashboard.parent.empty.uniform_sizes.description","Dashboard","","Link a child to a school to see uniform sizes and sizing updates.","","","","","","",""
"dashboard.parent.empty.recent_activity.title","Dashboard","","Recent activity preview","","","","","","",""
"dashboard.parent.empty.recent_activity.description","Dashboard","","Once a child is linked, you'll see homework, messages, and announcements here.","","","","","","",""
"dashboard.parent.empty.homework.title","Dashboard","","Homework preview","","","","","","",""
"dashboard.parent.empty.homework.description","Dashboard","","Link a child to a school to view and submit homework.","","","","","","",""
"dashboard.parent.empty.live_classes.title","Dashboard","","Live classes preview","","","","","","",""
"dashboard.parent.empty.live_classes.description","Dashboard","","Live class links appear here once your child is linked to a school.","","","","","","",""
"dashboard.parent.empty.teacher_notes.title","Dashboard","","Teacher notes preview","","","","","","",""
"dashboard.parent.empty.teacher_notes.description","Dashboard","","Notes from educators will appear here when a child is linked.","","","","","","",""
"dashboard.parent.empty.progress.title","Dashboard","","Progress badges preview","","","","","","",""
"dashboard.parent.empty.progress.description","Dashboard","","Track milestones and achievements once a child is linked.","","","","","","",""
"dashboard.parent.empty.birthdays.title","Dashboard","","Upcoming birthdays preview","","","","","","",""
"dashboard.parent.empty.birthdays.description","Dashboard","","Birthdays for your child's group will appear here after linking.","","","","","","",""
"dashboard.parent.empty.daily_activity.title","Dashboard","","Daily activity preview","","","","","","",""
"dashboard.parent.empty.daily_activity.description","Dashboard","","Daily activity updates will show here once a child is linked.","","","","","","",""
"dashboard.parent.empty.practice.title","Dashboard","","Practice at home preview","","","","","","",""
"dashboard.parent.empty.practice.description","Dashboard","","Practice activities will appear here after a child is linked.","","","","","","",""
"dashboard.parent.empty.early_learning_activities.title","Dashboard","","Early learning activities preview","","","","","","",""
"dashboard.parent.empty.early_learning_activities.description_preschool_only","Dashboard","","These activities are available for preschool-age children.","","","","","","",""
"dashboard.parent.empty.early_learning_activities.description_add_child","Dashboard","","Add a child to unlock early learning activities.","","","","","","",""
"dashboard.parent.empty.early_learning_tips.title","Dashboard","","Early learning tips preview","","","","","","",""
"dashboard.parent.empty.early_learning_tips.description_preschool_only","Dashboard","","Tips are tailored for preschool-age children.","","","","","","",""
"dashboard.parent.empty.early_learning_tips.description_add_child","Dashboard","","Add a child to unlock early learning tips.","","","","","","",""
"dashboard.parent.empty.overview.title","Dashboard","","Overview preview","","","","","","",""
"dashboard.parent.empty.overview.description","Dashboard","","Link a child to a school to see attendance, homework, and messages.","","","","","","",""
"dashboard.parent.dash_orb.prompt","Dashboard","","How can I support my child today?","","","","","","",""
"dashboard.parent.dash_orb.display","Dashboard","","Dash AI Helper","","","","","","",""
"dashboard.parent.quick_actions.fees.overdue","Dashboard","","Overdue","","","","","","",""
"dashboard.parent.quick_actions.fees.due_today","Dashboard","","Due today","","","","","","",""
"dashboard.parent.quick_actions.fees.due_in_days","Dashboard","count","Due in {{count}} day","","","","","","",""
"dashboard.parent.quick_actions.fees.due_in_days_plural","Dashboard","count","Due in {{count}} days","","","","","","",""
"dashboard.parent.quick_actions.ebooks","Dashboard","","E-Books","","","","","","",""
"dashboard.parent.quick_actions.robotics_lab","Dashboard","","Robotics Lab","","","","","","",""
"dashboard.parent.quick_actions.exam_prep","Dashboard","","Exam Prep","","","","","","",""
"dashboard.parent.quick_actions.my_exams","Dashboard","","My Exams","","","","","","",""
"dashboard.parent.quick_actions.payments","Dashboard","","Payments","","","","","","",""
"dashboard.parent.quick_actions.chat_with_dash","Dashboard","","Chat with Dash","","","","","","",""
"dashboard.parent.quick_actions.lessons","Dashboard","","Lessons","","","","","","",""
"dashboard.parent.quick_actions.messages.go_to","Dashboard","","Go to Messages","","","","","","",""
"dashboard.parent.quick_actions.messages.voice_call","Dashboard","","Voice Call","","","","","","",""
"dashboard.parent.quick_actions.messages.video_call","Dashboard","","Video Call","","","","","","",""
"dashboard.parent.empty_children.homeschool.title","Dashboard","","Start Your Homeschool Journey","","","","","","",""
"dashboard.parent.empty_children.homeschool.description","Dashboard","","Add your children to begin tracking their learning progress, accessing CAPS-aligned curriculum, and using our AI-powered tools.","","","","","","",""
"dashboard.parent.empty_children.homeschool.cta","Dashboard","","Add Your First Learner","","","","","","",""
"dashboard.parent.empty_children.supplemental.title","Dashboard","","Boost Your Child's Learning","","","","","","",""
"dashboard.parent.empty_children.supplemental.description","Dashboard","","Add your children to access extra lessons, practice exams, and personalized learning support.","","","","","","",""
"dashboard.parent.empty_children.supplemental.cta","Dashboard","","Add Child","","","","","","",""
"dashboard.parent.empty_children.exploring.title","Dashboard","","Welcome to Digital Learning","","","","","","",""
"dashboard.parent.empty_children.exploring.description","Dashboard","","Join EduDashPro Community School - explore Robotics, AI, Data Science, Frontend & Backend Development. Build digital literacy with ad-supported free access.","","","","","","",""
"dashboard.parent.empty_children.exploring.cta","Dashboard","","Get Started","","","","","","",""
"dashboard.parent.empty_children.school.title","Dashboard","","Add Your Children","","","","","","",""
"dashboard.parent.empty_children.school.description","Dashboard","","Connect your children to start viewing their progress, communicating with teachers, and staying updated with school activities.","","","","","","",""
"dashboard.parent.empty_children.school.cta","Dashboard","","Add Child","","","","","","",""
"dashboard.parent.empty_children.aftercare.title","Dashboard","","Register Your Children","","","","","","",""
"dashboard.parent.empty_children.aftercare.description","Dashboard","","Add your children to access aftercare schedules, daily updates, and communication with staff.","","","","","","",""
"dashboard.parent.empty_children.aftercare.cta","Dashboard","","Add Child","","","","","","",""
"dashboard.parent.empty_children.default.title","Dashboard","","Join Our Digital Community","","","","","","",""
"dashboard.parent.empty_children.default.description","Dashboard","","Start learning Robotics, AI, Data Science, and Software Development. Instant access with free tier (ad-supported daily AI limits).","","","","","","",""
"dashboard.parent.empty_children.default.cta","Dashboard","","Add Child","","","","","","",""
"dashboard.parent.nav.dashboard","Dashboard","","Dashboard","","","","","","",""
"dashboard.parent.nav.announcements","Dashboard","","Announcements","","","","","","",""
"dashboard.parent.nav.messages","Dashboard","","Messages","","","","","","",""
"dashboard.parent.nav.homework","Dashboard","","Homework","","","","","","",""
"dashboard.parent.nav.attendance","Dashboard","","Attendance","","","","","","",""
"dashboard.parent.nav.my_children","Dashboard","","My Children","","","","","","",""
"dashboard.parent.nav.exam_prep","Dashboard","","Exam Prep","","","","","","",""
"dashboard.parent.nav.payments","Dashboard","","Payments","","","","","","",""
"dashboard.parent.nav.robotics","Dashboard","","Robotics","","","","","","",""
"dashboard.parent.nav.settings","Dashboard","","Settings","","","","","","",""
"dashboard.parent.nav.dash_ai","Dashboard","","Dash AI","","","","","","",""
"dashboard.parent.nav.notifications","Dashboard","","Notifications","","","","","","",""
"dashboard.parent.nav.menu","Dashboard","","Menu","","","","","","",""
"dashboard.parent.profile.menu","Dashboard","","Profile menu","","","","","","",""
"dashboard.parent.profile.ringtones","Dashboard","","Ringtones","","","","","","",""
"dashboard.parent.profile.sign_out","Dashboard","","Sign Out","","","","","","",""
"dashboard.parent.powered_by","Dashboard","","Powered by Young Eagles","","","","","","",""
"dashboard.parent.school_fallback","Dashboard","","Young Eagles","","","","","","",""
"dashboard.parent.onboarding.welcome","Dashboard","name","Welcome to Young Eagles, {{name}}!","","","","","","",""
"dashboard.parent.onboarding.subtitle","Dashboard","","To get started, you need to link your account to your child's school.","","","","","","",""
"dashboard.parent.onboarding.steps.find_school.title","Dashboard","","Find Your Child's School","","","","","","",""
"dashboard.parent.onboarding.steps.find_school.description","Dashboard","","Search for your child who is already registered at their preschool","","","","","","",""
"dashboard.parent.onboarding.steps.send_request.title","Dashboard","","Send Link Request","","","","","","",""
